,category,reviewTitle,rating,relevanceScore
75836,beli-harddisk-eksternal,cool,3,26.94
75861,beli-harddisk-eksternal,Bolehlah,3,17
76001,beli-harddisk-eksternal,rada kecewa,3,20.51
76040,beli-harddisk-eksternal,Kurang Puas,3,19.82
76052,beli-harddisk-eksternal,Cukup puas,3,28.01
76509,beli-harddisk-eksternal,Cukup Memuaskan,3,39.01
76610,beli-harddisk-eksternal,pengiriman lambat,3,27
76640,beli-harddisk-eksternal,BUYER EXPERIENCE,3,19.38
76825,beli-harddisk-eksternal,Lumayan bagus,3,26.53
76826,beli-harddisk-eksternal,thanks lazada and â€ shop,3,26.47
76828,beli-harddisk-eksternal,wauw..,3,26.18
76911,beli-harddisk-eksternal,josjosjosjosjosjosjosjosjos,3,22.51
77132,beli-harddisk-eksternal,pesanan,3,19.14
77232,beli-harddisk-eksternal,SanDisk Flash Disk Cruzer Edge 16 GB + OTG Adapter Android Robot Hitam,3,26.64
77278,beli-harddisk-eksternal,Barang dikirim tidak sesuai,3,27.92
77279,beli-harddisk-eksternal,Sedikit kecewa,3,27.92
77281,beli-harddisk-eksternal,Kecewa,3,27.69
77292,beli-harddisk-eksternal,Barang ok,3,19.6
77376,beli-harddisk-eksternal,Puas dan terima kasih,3,16.86
77427,beli-harddisk-eksternal,Bagus,3,19.83
77779,beli-harddisk-eksternal,Tiga Bintang,3,20.51
77799,beli-harddisk-eksternal,Toshiba Hayabusa 16 GB,3,17.1
77809,beli-harddisk-eksternal,Cepet panas,3,21.51
77904,beli-harddisk-eksternal,Sedikit kecewa,3,19.5
77916,beli-harddisk-eksternal,ok,3,19.35
77975,beli-harddisk-eksternal,Flasdis tidak ada merk,3,29.89
78003,beli-harddisk-eksternal,"Pesanan ku baru sampi, lma banget. Lazada",3,17
78020,beli-harddisk-eksternal,Lumayan,3,21.51
78038,beli-harddisk-eksternal,Cukup puas,3,19.49
78047,beli-harddisk-eksternal,USB-nya unik,3,28.01
78066,beli-harddisk-eksternal,Sofar good,3,22
78096,beli-harddisk-eksternal,Pas,3,19.5
78216,beli-harddisk-eksternal,Mau tukar,3,27.97
78229,beli-harddisk-eksternal,Hati2! rakitan,3,28.26
78240,beli-harddisk-eksternal,Puaaas..,3,29.34
79699,beli-harddisk-eksternal,barang beda,3,20.51
79754,beli-harddisk-eksternal,Cruzer edge bukan cruzer switch,3,28.22
79772,beli-harddisk-eksternal,Tiga Bintang,3,20.31
79824,beli-harddisk-eksternal,Bagus,3,19.5
79889,beli-harddisk-eksternal,kurang teliti,3,28.01
80117,beli-harddisk-eksternal,puas,3,23.01
80457,beli-harddisk-eksternal,mantap,3,22.49
80462,beli-harddisk-eksternal,barang sudah sampai,3,21.96
80561,beli-harddisk-eksternal,Tidak sesuai,3,16.88
80639,beli-harddisk-eksternal,Barang sesuai dengan gambar dan kiriman cepat,3,27.93
80683,beli-harddisk-eksternal,Samsung Flashdisk USB 3.0 OTG 32GB Dual Drive + Gantungan Laser,3,29.01
80685,beli-harddisk-eksternal,Mantaf,3,26.9
81060,beli-harddisk-eksternal,Bagus.....,3,19.59
81153,beli-harddisk-eksternal,Ukuran Kurang Sesuai,3,19.5
81275,beli-harddisk-eksternal,WD pouch nya bukan punya WD,3,27.73
81326,beli-harddisk-eksternal,PUAS tapi...,3,20.3
81337,beli-harddisk-eksternal,Bagus,3,19.5
81575,beli-harddisk-eksternal,Pembelian WD MyBook Essential 4 TB storage 3.5 superSpeed USB 3.0,3,17
81593,beli-harddisk-eksternal,Lumayan,3,21.49
81606,beli-harddisk-eksternal,Bagus tapi,3,19.5
81708,beli-harddisk-eksternal,Barang belum sampai,3,31.92
81722,beli-harddisk-eksternal,Kecewa tapi sadar diri,3,20.22
81723,beli-harddisk-eksternal,Ragu,3,20.22
81758,beli-harddisk-eksternal,Bonusnya mantep,3,27.87
81763,beli-harddisk-eksternal,Bonus gak kerja,3,22
81773,beli-harddisk-eksternal,Bagus,3,19.5
82010,beli-harddisk-eksternal,Gooood,3,20.07
82068,beli-harddisk-eksternal,lumayan,3,27.11
82202,beli-harddisk-eksternal,AKARI LED TV,3,19.48
82235,beli-laptop,"Kurang puas..,",3,27
82239,beli-laptop,Saran,3,17
82240,beli-laptop,Tanya dulu,3,19.67
82285,beli-laptop,Lama pengiriman dan sistemnya kosong,3,30.34
82403,beli-laptop,Barang ori,3,17.34
82440,beli-laptop,Menunggu tindak lanjut,3,27.69
82472,beli-laptop,Tiga Bintang,3,16.6
82509,beli-laptop,Tolong dijawab gan penting !!,3,22.16
82644,beli-laptop,Windows,3,31.76
82660,beli-laptop,Lumayan,3,30.51
82983,beli-laptop,Ga ada OTG,3,21.51
83040,beli-laptop,"Barang sudah dikembalikan,  mohon ditukar",3,31.94
83061,beli-laptop,Nice,3,22.35
83062,beli-laptop,Pertanyaan,3,21.92
83067,beli-laptop,Good,3,19.82
83150,beli-laptop,Sukses instal os di dos,3,17
83156,beli-laptop,Pertanyaan,3,15.01
83208,beli-laptop,Good,3,31.62
83218,beli-laptop,cukup puas,3,28.98
83225,beli-laptop,Puas walau sdikit kecewa,3,27.97
83261,beli-laptop,Salah warna produk,3,20.51
83410,beli-laptop,Kurang puas,3,23.46
83412,beli-laptop,"Barang lumayan,tapi sayang pengiriman lambat",3,22.84
83463,beli-laptop,asus x441sa- bx002- ram 2gb- intel celeron,3,27.1
83472,beli-laptop,asus x441sa,3,21.55
83527,beli-laptop,asus,3,20.51
84231,beli-laptop,Produk Bagus tapi Seller Mengecewakan,3,32.65
84558,beli-laptop,Pengiriman terlambat,3,33.07
84572,beli-laptop,Laptop HP,3,31.34
84632,beli-laptop,ThinkPad 11e5V00,3,24.31
84698,beli-laptop,Packing Ok,3,24.01
87984,beli-laptop,Puaaas..,3,29.34
88114,beli-smart-tv,"Kurang puas..,",3,27
88124,beli-smart-tv,Saran,3,17
88131,beli-smart-tv,Tanya dulu,3,19.67
88203,beli-smart-tv,Barang nya kok belum sampai udh seminggu,3,21.17
88218,beli-smart-tv,Lama pengiriman dan sistemnya kosong,3,30.34
88319,beli-smart-tv,Kiriman tepat waktu,3,24.8
88329,beli-smart-tv,Gak konsisten,3,17.53
88358,beli-smart-tv,apakah pengiriman nya cepat,3,22.8
88427,beli-smart-tv,Barang ori,3,17.34
88446,beli-smart-tv,tidak sesuai,3,23.84
88465,beli-smart-tv,kurir nye kurang di tatar,3,29.01
88469,beli-smart-tv,ckup bagus,3,20.51
88541,beli-smart-tv,Menunggu tindak lanjut,3,27.69
88575,beli-smart-tv,Tiga Bintang,3,16.6
88610,beli-smart-tv,Pertanyaan,3,19.75
88671,beli-smart-tv,Tolong dijawab gan penting !!,3,22.16
88709,beli-smart-tv,Hdmi,3,15.01
88841,beli-smart-tv,Tidak sesuai dengan dijanjikan,3,24.01
88857,beli-smart-tv,Lumayan,3,32.45
88980,beli-smart-tv,Sampe paketan,3,18.01
88987,beli-smart-tv,Windows,3,31.76
89018,beli-smart-tv,Tentang barAng,3,25.5
89050,beli-smart-tv,.,3,16.73
89052,beli-smart-tv,Lumayan,3,30.51
89170,beli-smart-tv,biasa saja. ga berlebihan...thx anyway,3,16.51
89445,beli-smart-tv,Ga ada OTG,3,21.51
89603,beli-smart-tv,Pesanan belum sampai,3,31.34
89667,beli-smart-tv,ok,3,28.05
89677,beli-smart-tv,#3434195772,3,27.43
89749,beli-smart-tv,pembatalan,3,24.55
89783,beli-smart-tv,Cukup bagus,3,23.88
89895,beli-smart-tv,beli onlain,3,21.79
89918,beli-smart-tv,Bertanya,3,21.34
89986,beli-smart-tv,Mantap,3,19.09
90125,beli-smart-tv,Ppn,3,17.57
90217,beli-smart-tv,Lumayan,3,16.99
90922,beli-smart-tv,"Sharp 24""",3,31.65
90969,beli-smart-tv,Gambar kurang jernih,3,31.37
91055,beli-smart-tv,puas dng barang'y,3,29.6
91101,beli-smart-tv,Semoga beres,3,29.45
91119,beli-smart-tv,cepat sampai...tapi kotak tidak rapi lagi,3,29.01
91131,beli-smart-tv,"CEPAT, TIDAK ADA KENDALA",3,29.01
91247,beli-smart-tv,Ada slot USB namun hanya untuk Service Only*,3,27.76
91262,beli-smart-tv,Tepat waktu,3,27.49
91266,beli-smart-tv,Agak kecewa,3,27.38
91273,beli-smart-tv,produk barang memuaskan,3,27.32
91323,beli-smart-tv,"Sharp led 24""",3,27.08
91335,beli-smart-tv,waktu nunggu lebih lama,3,27.02
91351,beli-smart-tv,OK,3,27
91354,beli-smart-tv,Speaker tdk berfungsi dgn baik,3,27
91358,beli-smart-tv,Kualiatas ok pengiriman cepat,3,27
91359,beli-smart-tv,Kurir kurang bagus,3,27
91360,beli-smart-tv,"harganya beda lgi, jadi ragu, harap2 cemas",3,27
91363,beli-smart-tv,Oke tapi ada yang kurang,3,27
91380,beli-smart-tv,TV bagus tapi layanan kurang memuaskan,3,26.83
91389,beli-smart-tv,Puas,3,26.81
91509,beli-smart-tv,KUALITAS LAYAR BERBANDING TERBALIK DENGAN KUALITAS SOUND DAN BUILD QUALITY,3,37.07
91551,beli-smart-tv,Lumayan,3,31.76
91573,beli-smart-tv,Mantaappp,3,30.75
91591,beli-smart-tv,Tidak sesuai produk,3,30.51
91600,beli-smart-tv,Barang bagus harga miring,3,30.13
91604,beli-smart-tv,pengiriman lama,3,30.01
91683,beli-smart-tv,kecewa,3,28.81
91685,beli-smart-tv,Akhirnya datang jg...,3,28.79
91692,beli-smart-tv,Lama banget.,3,28.01
91716,beli-smart-tv,Barang murah tp bagus,3,28.01
91719,beli-smart-tv,Alhamdulillah sampai juga,3,28.01
91743,beli-smart-tv,pengiriman 6 hari,3,28.01
91801,beli-smart-tv,"Barang Bagus, Delevery cepat",3,27
91858,beli-smart-tv,Lama menunggu,3,23.5
91860,beli-smart-tv,Harga turun naik,3,23.25
91880,beli-smart-tv,Produk standar. Pengiriman cepat & gratis,3,23.01
91909,beli-smart-tv,bahan nya kurang bagus,3,22
91939,beli-smart-tv,barang oke,3,21.51
92005,beli-smart-tv,lumayan cepet,3,21.51
92032,beli-smart-tv,Barang sesuai semoga barangnya berkualitas baik ..pemakai bisa puas terhibur..,3,21.51
92055,beli-smart-tv,cara menampilkan subtitle bingung,3,21.48
92080,beli-smart-tv,Barang belum sampai,3,21.28
92099,beli-smart-tv,Nice,3,20.51
92118,beli-smart-tv,Kualitas barang sesuai harga,3,20.51
92119,beli-smart-tv,Agak kecewa,3,20.51
92127,beli-smart-tv,tv led 32 inch HD TV,3,20.51
92177,beli-smart-tv,Philips 32' LED HD TV,3,20.51
92181,beli-smart-tv,Kualitas gambarnya kok pecah pecah,3,20.51
92192,beli-smart-tv,lama nyampai,3,20.51
92228,beli-smart-tv,Beli tv,3,20.03
92232,beli-smart-tv,"Produk tv Philip 32"" ledakan hd tv",3,20.01
92240,beli-smart-tv,Bagus...,3,19.93
92248,beli-smart-tv,TV ku belum aku Terima,3,19.61
92249,beli-smart-tv,Ok banget,3,19.61
92354,beli-smart-tv,Sebagian tidak puas,3,17.53
92355,beli-smart-tv,Tiga Bintang,3,17.53
92365,beli-smart-tv,FREE BRACKETNYA NGGAK ADA!?,3,17.49
92368,beli-smart-tv,Senang plus kecewa,3,17.47
92372,beli-smart-tv,Pengiriman lama,3,17.44
92377,beli-smart-tv,Barang mantap pengiriman lama,3,17.1
92415,beli-smart-tv,"Philips 32"" LED TV",3,17
92487,beli-smart-tv,Tudak ada bonus bracket,3,15.51
92514,beli-smart-tv,"Barang sudah dikembalikan,  mohon ditukar",3,31.94
92535,beli-smart-tv,Nice,3,22.35
92536,beli-smart-tv,Pertanyaan,3,21.92
92541,beli-smart-tv,Good,3,19.82
92624,beli-smart-tv,Sukses instal os di dos,3,17
92630,beli-smart-tv,Pertanyaan,3,15.01
92682,beli-smart-tv,Good,3,31.62
92692,beli-smart-tv,cukup puas,3,28.98
92699,beli-smart-tv,Puas walau sdikit kecewa,3,27.97
92735,beli-smart-tv,Salah warna produk,3,20.51
92884,beli-smart-tv,Kurang puas,3,23.46
92886,beli-smart-tv,"Barang lumayan,tapi sayang pengiriman lambat",3,22.84
92937,beli-smart-tv,asus x441sa- bx002- ram 2gb- intel celeron,3,27.1
92946,beli-smart-tv,asus x441sa,3,21.55
93001,beli-smart-tv,asus,3,20.51
93278,beli-smart-tv,Jangan pake JNE,3,37.74
93280,beli-smart-tv,Pengembalian Uang,3,32.72
93303,beli-smart-tv,bagus tapi PARAH,3,29.01
93304,beli-smart-tv,lumayan,3,29.01
93311,beli-smart-tv,Kurir,3,28.79
93339,beli-smart-tv,Kode Resi POS tidak bisa dilacak,3,21.51
93340,beli-smart-tv,speaker gak bagus,3,21.5
93745,beli-smart-tv,pengirimanya rada lama,3,30.58
93775,beli-smart-tv,Dilema,3,30.51
93808,beli-smart-tv,TV bukan untuk sendiri,3,29.01
93810,beli-smart-tv,Lumayan lah,3,29.01
94033,beli-smart-tv,biasa saja,3,23.06
94074,beli-smart-tv,Tidak Bisa USB movie,3,22.52
94121,beli-smart-tv,"tv 32""",3,21.51
95125,beli-smart-tv,Produk Bagus tapi Seller Mengecewakan,3,32.65
95195,beli-smart-tv,Pengiriman Lama,3,25.29
95537,beli-smart-tv,Pengiriman terlambat,3,33.07
95551,beli-smart-tv,Laptop HP,3,31.34
95603,beli-smart-tv,sesuai harga,3,24.28
95649,beli-smart-tv,ThinkPad 11e5V00,3,24.31
95724,beli-smart-tv,Packing Ok,3,24.01
95814,beli-smart-tv,auto off tidak berfungsi,3,23.08
96106,beli-smart-tv,sesuai gambar,3,22.49
96215,beli-smart-tv,OKE,3,21.51
96216,beli-smart-tv,Bantuan,3,15.14
98597,beli-smart-tv,"pedestal kecil......saat dikirim tidak di bubble wrap,agak kecewa dengan penanganannya",3,15.63
98749,beli-smart-tv,Bonus Antena kok ga ada??,3,33.11
98792,beli-smart-tv,doa aja,3,33.32
117498,beli-smart-tv,Tiga Bintang,3,20.51
117545,beli-smart-tv,Puaaas..,3,29.34
117767,beli-smart-tv,AKARI LED TV,3,19.48
117982,jual-flash-drives,"Kurang puas..,",3,27
118016,jual-flash-drives,Saran,3,17
118084,jual-flash-drives,Tanya dulu,3,19.67
118159,jual-flash-drives,Barang nya kok belum sampai udh seminggu,3,21.17
118228,jual-flash-drives,Lama pengiriman dan sistemnya kosong,3,30.34
118270,jual-flash-drives,Kualitas standard,3,28.01
118485,jual-flash-drives,Kiriman tepat waktu,3,24.8
118495,jual-flash-drives,Gak konsisten,3,17.53
118525,jual-flash-drives,apakah pengiriman nya cepat,3,22.8
118596,jual-flash-drives,Barang ori,3,17.34
118655,jual-flash-drives,good,3,29.01
119264,jual-flash-drives,tidak sesuai,3,23.84
119509,jual-flash-drives,baik,3,16.76
119663,jual-flash-drives,kurir nye kurang di tatar,3,29.01
119667,jual-flash-drives,ckup bagus,3,20.51
119782,jual-flash-drives,puas,3,20.51
119818,jual-flash-drives,Menunggu tindak lanjut,3,27.69
119829,jual-flash-drives,lumayan,3,31.51
120060,jual-flash-drives,kecil,3,20.5
120243,jual-flash-drives,Tiga Bintang,3,16.6
120637,jual-flash-drives,Pengembalian barang,3,20.51
120673,jual-flash-drives,Tidak sesuai,3,19.5
120766,jual-flash-drives,Pertanyaan,3,19.75
120825,jual-flash-drives,Sudah sampai pesanan saya...,3,22.84
120828,jual-flash-drives,Bagus,3,21.51
120848,jual-flash-drives,Tolong dijawab gan penting !!,3,22.16
120887,jual-flash-drives,Hdmi,3,15.01
120897,jual-flash-drives,Tidak sesuai pesanan,3,32.83
120986,jual-flash-drives,Flashdisk,3,29.01
120991,jual-flash-drives,Barang lama sampai,3,20.51
121110,jual-flash-drives,Agak kecewa,3,30.89
121390,jual-flash-drives,USB,3,23.25
121411,jual-flash-drives,Flasdisk,3,19.5
121490,jual-flash-drives,Bagus tapi,3,28.01
121648,jual-flash-drives,Lumayan lah,3,22
121661,jual-flash-drives,Bagus But...,3,19.61
121678,jual-flash-drives,Kecewa,3,19.5
122065,jual-flash-drives,barang tidak sama seperti yang di gambar,3,20.47
122363,jual-flash-drives,Lumayan,3,20.51
122397,jual-flash-drives,Tidak sesuai dengan dijanjikan,3,24.01
122414,jual-flash-drives,Lumayan,3,32.45
122461,jual-flash-drives,too slow,3,22.49
122487,jual-flash-drives,CUKUP BERKESAN,3,21.51
122594,jual-flash-drives,KeCewa,3,20.51
122698,jual-flash-drives,mohon diganti flashdisknya ga kebaca,3,30.51
122781,jual-flash-drives,Sampe paketan,3,18.01
122783,jual-flash-drives,Cepet,3,31.49
122830,jual-flash-drives,sesuai pesanan,3,23.01
122876,jual-flash-drives,Windows,3,31.76
122910,jual-flash-drives,Tentang barAng,3,25.5
123033,jual-flash-drives,.,3,16.73
123035,jual-flash-drives,Lumayan,3,30.51
123191,jual-flash-drives,biasa saja. ga berlebihan...thx anyway,3,16.51
123296,jual-flash-drives,siplah..,3,24.01
123537,jual-flash-drives,Asli,3,29.01
123540,jual-flash-drives,Bagus,3,28.01
123969,jual-flash-drives,Keluhan,3,20.51
123976,jual-flash-drives,Cocok,3,21.5
124087,jual-flash-drives,mungkin saya kurang beruntung,3,32.51
124092,jual-flash-drives,kok ga berfungsi,3,22.49
124351,jual-flash-drives,Ga ada OTG,3,21.51
124404,jual-flash-drives,Barang tidak sepenuhnya bisa,3,21.51
124452,jual-flash-drives,cukup baik,3,22.49
125179,jual-flash-drives,Pesanan belum sampai,3,31.34
125243,jual-flash-drives,ok,3,28.05
125253,jual-flash-drives,#3434195772,3,27.43
125325,jual-flash-drives,pembatalan,3,24.55
125359,jual-flash-drives,Cukup bagus,3,23.88
125471,jual-flash-drives,beli onlain,3,21.79
125494,jual-flash-drives,Bertanya,3,21.34
125562,jual-flash-drives,Mantap,3,19.09
125701,jual-flash-drives,Ppn,3,17.57
125793,jual-flash-drives,Lumayan,3,16.99
126498,jual-flash-drives,"Sharp 24""",3,31.65
126545,jual-flash-drives,Gambar kurang jernih,3,31.37
126631,jual-flash-drives,puas dng barang'y,3,29.6
126677,jual-flash-drives,Semoga beres,3,29.45
126695,jual-flash-drives,cepat sampai...tapi kotak tidak rapi lagi,3,29.01
126707,jual-flash-drives,"CEPAT, TIDAK ADA KENDALA",3,29.01
126823,jual-flash-drives,Ada slot USB namun hanya untuk Service Only*,3,27.76
126838,jual-flash-drives,Tepat waktu,3,27.49
126842,jual-flash-drives,Agak kecewa,3,27.38
126849,jual-flash-drives,produk barang memuaskan,3,27.32
126899,jual-flash-drives,"Sharp led 24""",3,27.08
126911,jual-flash-drives,waktu nunggu lebih lama,3,27.02
126927,jual-flash-drives,OK,3,27
126930,jual-flash-drives,Speaker tdk berfungsi dgn baik,3,27
126934,jual-flash-drives,Kualiatas ok pengiriman cepat,3,27
126935,jual-flash-drives,Kurir kurang bagus,3,27
126936,jual-flash-drives,"harganya beda lgi, jadi ragu, harap2 cemas",3,27
126939,jual-flash-drives,Oke tapi ada yang kurang,3,27
126956,jual-flash-drives,TV bagus tapi layanan kurang memuaskan,3,26.83
126965,jual-flash-drives,Puas,3,26.81
127085,jual-flash-drives,KUALITAS LAYAR BERBANDING TERBALIK DENGAN KUALITAS SOUND DAN BUILD QUALITY,3,37.07
127127,jual-flash-drives,Lumayan,3,31.76
127149,jual-flash-drives,Mantaappp,3,30.75
127167,jual-flash-drives,Tidak sesuai produk,3,30.51
127176,jual-flash-drives,Barang bagus harga miring,3,30.13
127180,jual-flash-drives,pengiriman lama,3,30.01
127259,jual-flash-drives,kecewa,3,28.81
127261,jual-flash-drives,Akhirnya datang jg...,3,28.79
127268,jual-flash-drives,Lama banget.,3,28.01
127292,jual-flash-drives,Barang murah tp bagus,3,28.01
127295,jual-flash-drives,Alhamdulillah sampai juga,3,28.01
127319,jual-flash-drives,pengiriman 6 hari,3,28.01
127377,jual-flash-drives,"Barang Bagus, Delevery cepat",3,27
127434,jual-flash-drives,Lama menunggu,3,23.5
127436,jual-flash-drives,Harga turun naik,3,23.25
127456,jual-flash-drives,Produk standar. Pengiriman cepat & gratis,3,23.01
127485,jual-flash-drives,bahan nya kurang bagus,3,22
127515,jual-flash-drives,barang oke,3,21.51
127581,jual-flash-drives,lumayan cepet,3,21.51
127608,jual-flash-drives,Barang sesuai semoga barangnya berkualitas baik ..pemakai bisa puas terhibur..,3,21.51
127631,jual-flash-drives,cara menampilkan subtitle bingung,3,21.48
127656,jual-flash-drives,Barang belum sampai,3,21.28
127675,jual-flash-drives,Nice,3,20.51
127694,jual-flash-drives,Kualitas barang sesuai harga,3,20.51
127695,jual-flash-drives,Agak kecewa,3,20.51
127703,jual-flash-drives,tv led 32 inch HD TV,3,20.51
127753,jual-flash-drives,Philips 32' LED HD TV,3,20.51
127757,jual-flash-drives,Kualitas gambarnya kok pecah pecah,3,20.51
127768,jual-flash-drives,lama nyampai,3,20.51
127804,jual-flash-drives,Beli tv,3,20.03
127808,jual-flash-drives,"Produk tv Philip 32"" ledakan hd tv",3,20.01
127816,jual-flash-drives,Bagus...,3,19.93
127824,jual-flash-drives,TV ku belum aku Terima,3,19.61
127825,jual-flash-drives,Ok banget,3,19.61
127930,jual-flash-drives,Sebagian tidak puas,3,17.53
127931,jual-flash-drives,Tiga Bintang,3,17.53
127941,jual-flash-drives,FREE BRACKETNYA NGGAK ADA!?,3,17.49
127944,jual-flash-drives,Senang plus kecewa,3,17.47
127948,jual-flash-drives,Pengiriman lama,3,17.44
127953,jual-flash-drives,Barang mantap pengiriman lama,3,17.1
127991,jual-flash-drives,"Philips 32"" LED TV",3,17
128063,jual-flash-drives,Tudak ada bonus bracket,3,15.51
128090,jual-flash-drives,"Barang sudah dikembalikan,  mohon ditukar",3,31.94
128111,jual-flash-drives,Nice,3,22.35
128112,jual-flash-drives,Pertanyaan,3,21.92
128117,jual-flash-drives,Good,3,19.82
128200,jual-flash-drives,Sukses instal os di dos,3,17
128206,jual-flash-drives,Pertanyaan,3,15.01
128258,jual-flash-drives,Good,3,31.62
128268,jual-flash-drives,cukup puas,3,28.98
128275,jual-flash-drives,Puas walau sdikit kecewa,3,27.97
128311,jual-flash-drives,Salah warna produk,3,20.51
128460,jual-flash-drives,Kurang puas,3,23.46
128462,jual-flash-drives,"Barang lumayan,tapi sayang pengiriman lambat",3,22.84
128513,jual-flash-drives,asus x441sa- bx002- ram 2gb- intel celeron,3,27.1
128522,jual-flash-drives,asus x441sa,3,21.55
128577,jual-flash-drives,asus,3,20.51
128854,jual-flash-drives,Jangan pake JNE,3,37.74
128856,jual-flash-drives,Pengembalian Uang,3,32.72
128879,jual-flash-drives,bagus tapi PARAH,3,29.01
128880,jual-flash-drives,lumayan,3,29.01
128887,jual-flash-drives,Kurir,3,28.79
128915,jual-flash-drives,Kode Resi POS tidak bisa dilacak,3,21.51
128916,jual-flash-drives,speaker gak bagus,3,21.5
129113,jual-flash-drives,"ISI HANYA 14,5 GB BUKAN 16 GB",3,29.99
129150,jual-flash-drives,Sedikit kurang bagus,3,29.01
129167,jual-flash-drives,Error Status Pesanan,3,29
129211,jual-flash-drives,banyak bad sector,3,28.01
129229,jual-flash-drives,Garansi nya kaya apa?,3,28.01
129260,jual-flash-drives,Kok beda?,3,28.01
129268,jual-flash-drives,Cman muat 8GB,3,28.01
129273,jual-flash-drives,Lubang sempit,3,28
129274,jual-flash-drives,Barang belum sampai,3,28
129308,jual-flash-drives,Sesuai pesanan,3,27.77
129319,jual-flash-drives,Ngambil Paket Sendiri,3,27.7
129326,jual-flash-drives,Lazada FD sampainya lama ya..,3,27.46
129558,jual-flash-drives,siip,3,23.03
129809,jual-flash-drives,Pengirima,3,22.49
129926,jual-flash-drives,TOP,3,21.51
129958,jual-flash-drives,FD Sandisk,3,21.51
130013,jual-flash-drives,Storage capacity tidak 16gb,3,21.51
130321,jual-flash-drives,pengirimanya rada lama,3,30.58
130351,jual-flash-drives,Dilema,3,30.51
130384,jual-flash-drives,TV bukan untuk sendiri,3,29.01
130386,jual-flash-drives,Lumayan lah,3,29.01
130609,jual-flash-drives,biasa saja,3,23.06
130650,jual-flash-drives,Tidak Bisa USB movie,3,22.52
130697,jual-flash-drives,"tv 32""",3,21.51
